% !TEX encoding = utf8
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%
%% Encoding check:
%%   ä  ö  ü  Ä  Ö  Ü  ß  á  é  í  ó  ú  à  è  ì  ò  ù  â  ê  î  ô  û
%%
%%   If the above contains rubbish, please re-open this file using
%%   the CORRECT encoding.  By default this is UTF-8.
%%   DO NOT save the file in this case!
%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
% author.txt:
%   Defines shortcuts for authors.
%   NOTE: NEVER use names for authors
%         in your BibTeX item! Always use the ones in here, or
%         add it if necessary.
%   NOTE: If you add a new shortcut, add it at the right place meaning
%         sorted lexicographially!
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% author names
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

% A %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Aasa	Aasa, Anto
Stansall	Stansall, P.
Stanton	Stanton, Isabelle
Stapel	Stapel, D. A.
Starner	Starner, Thad
Stathopoulos	Stathopoulos, Amanda
Stauffacher	Stauffacher, Michael
StauffacherD	Stauffacher, D.
Stauss	Stauss, Bernd
Stecher	Stecher, Cheryl C.
Steenbergen	Steenbergen, Marco R.
Steenberghen	Steenberghen, Thérèse
Steenbruggen	Steenbruggen, John
Stefan	Stefan, K. J.
Steffen	Steffen, J.
Steg	Steg, Linda
Stein	Stein, D. L.
Steininger	Steininger, Karl W.
Stempfel	Stempfel, Julie
Stempniewski	Stempniewski, L.
Stenneth	Stenneth, Leon
Stephan	Stephan, Frederick F.
Stern	Stern, Eliahu
SternP	Stern, Paul C.
Steurs	Steurs, K.
Stevens	Stevens, Quentin
Stier	Stier-Moses, Nicolás E.
Still	Still, Ben
Stinson	Stinson, Monique A.
Stiny	Stiny, George Nicholas
Stock	Stock, W.
Stojanovic	Stojanovic, Jelena
Stone	Stone, Arthur A.
Stoner	Stoner, J. W.
Stopczynski	Stopczynski, Arkadiusz
Stopher	Stopher, Peter R.
Stouffer	Stouffer, Samuel A.
Strano	Strano, Emanuele
Strasser	Strasser, Ben
Strauch	Strauch, D.
Strauss	Strauss, M.
StraussT	Strauss, Todd
Strehler	Strehler, Martin
StreichertF	Streichert, Felix
Stretz	Stretz, Paula E.
Strippgen	Strippgen, David
Strogatz	Strogatz, S. H.
Stroustrup	Stroustrup, Bjarne
Strunz	Strunz, Günter
Stryker	Stryker, Andrew
Stuart	Stuart, A. L.
Studenmund	Studenmund, A. H.
Stuebben	Stübben, Hermann Josef
Stuetzle	Stuetzle, T.
Sturdevant	Sturdevant, James R.
Sturesson	Sturesson, Dahn
Sturm	Sturm, Thomas F.
Sturrock	Sturrock, D. T.
Stutz	Stutz, Frederick P.
Suarez	Suarez, A.
SuarezP	Suarez, Pablo
Subhani	Subhani, Ahmad
Sudhir	Sudhir, K.
Sudret	Sudret, Bruno
SueEDW	Sue, Eddie D. W.
Sugden	Sugden, R.
Sugiyama	Sugiyama, Yuki
Sullivan	Sullivan, J. L.
Sumalee	Sumalee, Agachai
Suman	Suman, B.
Sumpter	Sumpter, David J. T.
Sun	Sun, D.
SunD	Sun, Di
SunH	Sun, Huijun
SunJ	Sun, Jie
SunL	Sun, Lijun
SunW	Sun, Wu
SunY	Sun, Yan
SunZ	Sun, Zhongwei
Sung	Sung, Tae-Kyung
SungJG	Sung, Jung Gon
Suri	Suri, Siddharth
Susilawati	Susilawati, Susilawati
Susilo	Susilo, Yusak O.
Susset	Susset, Robert
Sutherland	Sutherland, Holly
Sutton	Sutton, Richard S.
Swait	Swait, Joffre D.
Swann	Swann, William B. Jr.
SweeYong	Swee Yong, Ku
Sweetnam	Sweetnam, Glen E.
Swiderski	Swiderski, D.
Swiler	Swiler, L. P.
Swain	Swain, Michael J.
Swoboda	Swoboda, Bernhard
Szell	Szell, Michael
Szivas	Szivas, Edith

% T %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Tadaki	Tadaki, Shin-Ichi
Taghizadeh	Taghizadeh, Gelareh
Tahon	Tahon, Christian
Taillard	Taillard, Eric
Takafuji	Takafuji, Daisuke
Takagi	Takagi, Seiji
Talen	Talen, Emily
Talvitie	Talvitie, Antti
Tamminga	Tamminga, Guus
Tampere	Tampère, Chris M. J.
Tan	Tan, T.
TanE	Tan, E.
Tanaka	Tanaka, Reiko
TanakaK	Tanaka, K.
Tanczos	Tanczos, Katalin
Tang	Tang, W. H.
TangB	Tang, Bo-sin
TangCS	Tang, Christopher S.
TangD	Tang, Daimin
TangLC	Tang, Loon Ching
Tanjo	Tanjo, T.
Taoka	Taoka, Satoshi
Tapia	Tapia, H.
Tarantola	Tarantola, Stefano
Tardos	Tardos, Éva
Targa	Targa, Felipe
Tarnita	Tarnita, Corina E.
Tarnoff	Tarnoff, Philip J.
Tasker	Tasker, M. P.
Tatano	Tatano, H
Tatieni	Tatieni, Maya
Taubenboeck	Taubenböck, Hannes
Tavasszy	Tavasszy, L.
Tayler	Tayler, Paul
Taylor	Taylor, Michael A. P.
TaylorB	Taylor, Brian D.
TaylorME	Taylor, Maria Elena
Teichert	Teichert, Heidrun
Teknomo	Teknomo, Kardi
Tele	Tele, K.
Teller	Teller, Christoph
TellerJ	Teller, J.
Tennant	Tennant, Robert J.
Tentner	Tentner, Adrian M.
Teo	Teo, Kwong Meng
Teramachi	Teramachi, Yasuaki
Tero	Tero, Atsushi
Terveen	Terveen, Loren
Teukolsky	Teukolsky, Saul A.
Thakuriah	Thakuriah, Piyushimita
Thall	Thall, M.
Thananjeyan	Thananjeyan, Paramsothy
Theberge	Theberge, F.
Theler	Theler, Bernd
Theocharous	Theocharous, Antonis L.
Theodoridou	Theodoridou, Sofia
Theodoropoulos	Theodoropoulos, Georgios
Theodoulou	Theodoulou, Gegoris
Theraulaz	Theraulaz, G.
Thierstein	Thierstein, Alain
Thill	Thill, Jean-Claude
Thisse	Thisse, Jacques-François
Thoegersen	Thøgersen, John
Thomann	Thomann, Sylvie
Thomas	Thomas, Joy A.
ThomasD	Thomas, Duncan
ThomasT	Thomas, T.
Thompson	Thompson, Miriam
ThompsonJ	Thompson, Julie
ThompsonP	Thompson, P.
ThompsonR	Thompson, R.
ThompsonRG	Thompson, Russell G.
ThompsonRGQ	Thompson, Russel G.
ThompsonSK	Thompson, Steven K.
Thorup	Thorup, Mikkel
Thrift	Thrift, Nigel
Thuenen	Thünen, Johann Heinrich
Thust	Thust, Martin
Tibshirani	Tibshirani, Robert
Tigert	Tigert, Douglas J.
Tilahun	Tilahun, Nebiyou
Tilly	Tilly, Charles
Timko	Timko, Igor
Timmermans	Timmermans, Harry J. P.
Timothy	Timothy, D.
Tirachini	Tirachini, A.
Tirri	Tirri, Henry R.
Tiru	Tiru, Margus
Tisato	Tisato, Peter
Titze	Titze, Torben
Tlalka	Tlalka, M.
Tobe	Tobe, Y.
Tobin	Tobin, R. L.
TobinR	Tobin, R.
Todd	Todd, Michael
Toedtling	Toedtling, Franz
Toh	Toh, Raymond
Toint	Toint, Philippe L.
Toivonen	Toivonen, Tuuli
Tokuda	Tokuda, H.
Tokuhata	Tokuhata, George
Toledo	Toledo, Tomer
Tomasi	Tomasi, Carlo
Tomic	Tomic, J.
Toporowski	Toporowski, Waldemar
Topp	Topp, Hartmut H.
Torgler	Torgler, Benno
Tourangeau	Tourangeau, Roger
Train	Train, Kenneth E.
Tran	Tran, Cong-Liem
Travers	Travers, Jeffrey
Trebilcock	Trebilcock, David
Treiber	Treiber, Martin
Trepanier	Trépanier, Martin
Trevino	Trevino, Steven
Trigg	Trigg, D. W.
Trischler	Trischler, Falko
TroitzschKG	Troitzsch, Klaus G.
Trozzi	Trozzi, Valentina
Trucano	Trucano, T. G.
Tsai	Tsai, I-Chun
Tsang	Tsang, F.
TschannenSuess	Tschannen-Süess, Monika
Tscheligi	Tscheligi, Manfred
Tschopp	Tschopp, M.
Tse	Tse, Raymond Y. C.
Tsekeris	Tsekeris, Theodore
Tseng	Tseng, Yin-Yen
TsengYY	Tseng, Y. Y.
Tsirimpa	Tsirimpa, Athena
Tsuchiya	Tsuchiya, S.
Tsui	Tsui, Sheung Yuen Amy
Tu	Tu, Yong
Tudela	Tudela, Alejandro
Tufte	Tufte, Edward
Tugores	Tugores, Antònia
Tuncer	Tuncer, Bige
Turkienicz	Turkienicz, Benamy
Turnbull	Turnbull, Katherine F.
Turner	Turner, Shawn
TurnerA	Turner, Alasdair
Turrentine	Turrentine, Thomas S.
Tutert	Tutert, S. I. A.
Tuydes	Tuydes, Hediye
Tversky	Tversky, Amon
Tvrzsky	Tvrzsky, Tomas
Tweedie	Tweedie, Stephen W.
Tyagi	Tyagi, V.
Tyagunov	Tyagunov, S.
Tzur	Tzur, Michal

% U %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Ueno	Ueno, M.
Uges	Uges, Rogier
Ukkusuri	Ukkusuri, Satish
Ulfarsson	Ulfarsson, G.
Uljee	Uljee, Inge
UlmerH	Ulmer, Holger
Ulrich	Ulrich, Philip
Ulsoy	Ulsoy, A. G.
Umar	Umar, Ilyas
Umberson	Umberson, Debra
Un	UN
Uncles	Uncles, Mark D.
Underhill	Underhill, Paco
Upadhyay	Upadhyay, Devendra
Urbanek	Urbanek, S.
UrbanekS	Urbanek, S.
Urbany	Urbany, Joel E.
Urry	Urry, J.
Usadel	Usadel, Klaus D.
Uzunalioglu	Uzunalioglu, Huseyin

% V %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

VSS	VSS
Vaccina	Vaccina, Franco
Valverde	Valverde, S.
VanDeVoorde	van de Voorde, E.
VanDeWeghe	van de Weghe, Nico
VanDenBerg	van den Berg, Pauline
VanDenBergV	van den Berg, Vincent A.C.
VanDender	van Dender, Kurt
VanDerHeijden	van der Heijden, Rob
VanDerLinden	van der Linden, P. J.
VanDerWaerden	van der Waerden, Peter
VanDerZijpp	van der Zijpp, N. J.
VanEck	van Eck, J. R. Ritsema
VanEggermond	van Eggermond, Michael A. B.
VanKenhove	van Kenhove, Patrick
VanLeeuwen	van Leeuwen, Jos P.
VanLiere	van Liere, Kent D.
VanMiddelkoop	van Middelkoop, Manon
VanNes	van Nes, Rob
VanNostrand	Van Nostrand, Caleb
VanSlyke	van Slyke, Chris
VanVeenendaal	van Veenendaal, Wouter
VanVliet	van Vliet, Dirck
VanWaterschoot	van Waterschoot, Walter
VanWee	van Wee, Bert
VanWilligen	van Willigen, Marieke
VanWissen	van Wissen, Leo J.G.
VanZuylen	van Zuylen, Henk J.
Vanajakshi	Vanajakshi, Lelitha
Vance	Vance, Colin
Vandenbroucke	Vandenbroucke, Danny
Vanderslice	Vanderslice, Ellen
Vanegas	Vanegas, Carlos A.
Vanhoof	Vanhoof, K.
VanhoofM	Vanhoof, Maarten
Vankerkorn	Vankerkorn, Jean
Vanoutrive	Vanoutrive, T.
VargasRuiz	Vargas-Ruiz, Camilo
Varian	Varian, Hal R.
Varshavsky	Varshavsky, A.
VarshavskyA	Varshavsky, A.
Vasoo	Vasoo, S
Vasudevan	Vasudevan, Karthik
Vaughan	Vaughan, R. J.
Vaughn	Vaughn, K. M.
VaughnK	Vaughn, K.
Vause	Vause, M.
Vaze	Vaze, Vikrant S.
Vazirani	Vazirani, Vijay V.
Vecchi	Vecchi, M. P.
VecchiI	Vecchi, I.
Veenstra	Veenstra, S. A.
Velaga	Velaga, Nagendra R.
Velan	Velan, S.
Velarde	Velarde, José Luis González
Veldhuisen	Veldhuisen, Jan
Venables	Venables, Anthony J.
Venter	Venter, Christoffel
Verdegay	Verdegay, J. L.
Verhetsel	Verhetsel, A.
Verhoef	Verhoef, Erik T.
VerhoefE	Verhoef, E.
Verma	Verma, Trivik
Versichele	Versichele, Mathias
Vervest	Vervest, P.
Veryovka	Veryovka, Oleg
Vespignani	Vespignani, Alessandro
Vetterling	Vetterling, William T.
Vial	Vial, J.-P.
Viana	Viana, Matheus P.
Vickerman	Vickerman, Roger W.
Vickrey	Vickrey, William Spencer
Vicsek	Vicsek, Tamas
VicsekT	Vicsek, T.
Vidakovic	Vidakovic, V.
Viegas	Viegas, José Manuel
Vieira	Vieira, H.
VieiraMartins	Vieira Martins, Ernesto Q.
VieiraMonteiro	Vieira Monteiro, Antonio Miguel
Viger	Viger, Fabien
Vij	Vij, Akshay
Vijay	Vijay, Mahal
Vilhelmson	Vilhelmson, B.
VillasBoas	Villas-Boas, Sofia
Viola	Viola, Francesco A.
Viry	Viry, Gil
Vitetta	Vitetta, A.
Viti	Viti, Francesco
Vitins	Vitins, Basil Janis
Vitter	Vitter, Jeffrey Scott
Vlachos	Vlachos, D. S.
Vlassenroot	Vlassenroot, Sven
Vlek	Vlek, Charles
Vlissides	Vlissides, John
Voas	Voas, David
Voellings	Völlings, Andreas
Vogel	Vogel, Arnd
VogelB	Vogel, B.
VogelJ	Vogel, Julia
VogelR	Vogel, R.
Vogt	Vogt, W.
Vohra	Vohra, Rakesh V.
Voituret	Voituret, F.
Volinsky	Volinsky, C.
Voll	Voll, N. G.
Vollmer	Vollmer, Christian
VollmerS	Vollmer, Sebastian
Vollmy	Völlmy, A.
Volmuller	Volmuller, J.
Volz	Volz, Erik
VonHippel	von Hippel, Paul T.
VonThunen	von Thunen, Johannes Heinrich
Vortisch	Vortisch, P.
Voss	Voss, Thomas
VossRF	Voss, Richard F.
VossS	Vo\ss, Stefan
Vovsha	Vovsha, Peter
Vragovic	Vragovic, L.
Vrtic	Vrtic, Milenko
Vucetic	Vucetic, Slobodan

% W %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Waard	van de Waard, Jan
Wachowicz	Wachowicz, M.
Waddell	Waddell, Paul A.
Wagner	Wagner, Dorothea
WagnerDP	Wagner, David P.
WagnerP	Wagner, P.
Wahba	Wahba, Mohamed
Wahle	Wahle, J.
Waitz	Waitz, Ian A.
Wakabayashi	Wakabayashi, H.
Walcott	Walcott, Wayne A.
Walder	Walder, R.
Waldner	Waldner, Urs
Waldvogel	Waldvogel, Samuel
Wales	Wales, Terence J.
Walker	Walker, Joan Leslie
WalkerP	Walker, Philipp
Wallace	Wallace, James P.
Walle	Walle, F.
Wallentowitz	Wallentowitz, H.
Waller	Waller, S. Travis
Walls	Walls, Margaret
Walsh	Walsh, Stephen J.
WalshM	Walsh, Michael J.
Walter	Waltert, Felix
Waltert	Waltert, T.
Walther	Walther, Guenther
Wan	Wan, Chi-Ngai
Wand	Wand, Mitchell
WanK	Wan, Kevin
Wang	Wang, Haojun
WangDianhai	WangDianghai
WangD	Wang, Donggen
WangF	Wang, Fahui
WangH	Wang, H.
WangJ	Wang, Jiamei
WangJing	Wang, Jing
WangJR	Wang, Jr-Yan
WangL	Wang, Longhao
WangLQ	Wang, Liming
WangLiming	Wang, Liming
WangP	Wang, Pu
WangPQ	Wang, Peng
WangQ	Wang, Qian
WangW	Wang, Wei
WangY	Wang, Yinhai
WangYu	Wang, Yufei
Waraich	Waraich, Rashid A.
Wardman	Wardman, M.
Wardrop	Wardrop, J. G.
Warffemuis	Warffemuis, P.
Wargelin	Wargelin, Laurie
Warrington	Warrington, Joseph
WashingtonS	Washington, Simon
Wasson	Wasson, Jason S.
Watanabe	Watanabe, Toshimasa
Watkins	Watkins, Christopher J. C. H.
Watkinson	Watkinson, S. C.
Watling	Watling, David P.
Watson	Watson, Barry
WatsonB	Watson, Benjamin
Watts	Watts, D. J.
Weber	Weber, David
WeberB	Weber, Basil
WeberE	Weber, Elke U.
WeberG	Weber, Guglielmo
Webster	Webster, F. V.
WeckstroemEno	Weckstr{\"o}m-Eno, Kaisa
Wegener	Wegener, M.
Wegmann	Wegmann, Fred
Wehmeier	Wehmeier, Thomas
Wei	Wei, Ling-Yin
Weidmann	Weidmann, Ulrich
Weidner	Weidner, T.
Weilenmann	Weilenmann, M.
Weinberg	Weinberg, Peter
WeinbergCB	Weinberg, Charles B.
WeinbergDH	Weinberg, Daniel H.
Weinberger	Weinberger, Rachel R.
Weiner	Weiner, Edward
Weingarten	Weingarten, Elmar
Weinstein	Weinstein Agrawal, Asha
Weinmann	Weinmann, Siegfried
Weis	Weis, Claude
Weisbrod	Weisbrod, Glen
Weiss	Weiss, Adam
Wekeck	Wekeck, S.
Welch	Welch, M.
Welle	Welle, Molly
Wellington	Wellington, John F.
Wellman	Wellman, Barry
Wen	Wen, Chieh-Hua
WenY	Wen, Yang
Wendorff	Wendorff, B.
Weng	Weng, Tan Yan
Werlen	Werlen, Iwar
Wermuth	Wermuth, M.
Westerveld	Westerveld, Hans
Westin	Westin, K.
Weston	Weston, L.
Wets	Wets, Geert
Wheeler	Wheeler, Bob
Whelan	Whelan, G.
Whigham	Whigham, P. A.
White	White, Christopher E.
WhiteMJ	White, Michelle J.
WhiteP	White, P.R.
WhiteR	White, Roger
WhiteW	White, Wade
Whitehead	Whitehead, Charlotte
WhiteheadJ	Whitehead, John C.
Whitham	Whitham, Gerald Beresford
Whitney	Whitney, D. R.
Widenius	Widenius, Michael
Widhalm	Widhalm, Peter
Widmer	Widmer, Jean-Pierre
WidmerP	Widmer, Paul
Wie	Wie, B. W.
Wiedemann	Wiedemann, R.
Wiegand	Wiegand, R Paul
Wieland	Wieland, B.
Wiersma	Wiersma, Gerwin
Wies	Wies, Kermit
Wiget	Wiget, A.
Wild	Wild, B.
Wildhalm	Wildhalm, Peter
Wildt	Wildt, Albert R.
WileyP	Wiley, Peter C.
Wilhelmsson	Wilhelmsson, Mats
Wilke	Wilke, Urs
Wilkie	Wilkie, David
WillebeekLeMair	Willebeek-LeMair, Marc H.
Willeke	Willeke, R.
Willhalm	Willhalm, Thomas
Williams	Williams, I.
WilliamsC	Williams, Chad
WilliamsH	Williams, H. C. W. L.
WilliamsHQ	Williams, H.
WilliamsM	Williams, Melonie B.
WilliamsME	Williams, Michael E.
WilliamsPW	Williams, Peter W.
Williamson	Williamson, P.
Willinger	Willinger, Walter
Willis	Willis, Alexandra
Willison	Willison, C.
Willman	Willman, Paul
Willumsen	Willumsen, Luis G.
Wilmot	Wilmot, Chester G.
Wilson	Wilson, Clarke
WilsonAG	Wilson, A. G.
WilsonC	Wilson, Christo
WilsonCB	Wilson, C. B.
WilsonDB	Wilson, David Bruce
WilsonEO	Wilson, Edward O.
WilsonG	Wilson, Gill
WilsonHG	Wilson, Hoyt G.
WilsonJP	Wilson, John P.
WilsonK	Wilson, Kenneth
WilsonNHM	Wilson, Nigel H. M.
Wimmer	Wimmer, Rupert
Winkelmans	Winkelmans, W.
Winkler	Winkler, David A.
Winn	Winn, Justin R.
Winston	Winston, C.
WinstonCB	Winston, C. B.
WinstonGC	Winston, G. C.
Winter	Winter, Stephan
Winters	Winters, Philip L.
Wirth	Wirth, R.
Wismans	Wismans, L.
Wisner	Wisner, B.
Witlox	Witlox, Frank
Witten	Witten, Ian H.
Woehe	Wöhe, Günter
Wokaun	Wokaun, Alexander
Wolf	Wolf, Jean
WolfDA	Wolf, Douglas A.
WolfDE	Wolf, D. E.
Wolfe	Wolfe, P.
Wolff	Wolff, Sebastian
Wolfram	Wolfram, S.
Wolfson	Wolfson, Ouri
WolfsonJ	Wolfson, Julian
Wolshon	Wolshon, Brian
Wong	Wong, Wei-Kang
WongSK	Wong, S. K.
WongSC	Wong, S.C.
Wonka	Wonka, Peter
Wood	Wood, Kevin R.
WoodDE	Wood, D. E.
WoodJEA	Wood, Jean E. A.
Woodworth	Woodworth, Robert S.
Wooldridge	Wooldridge, Michael
Wootton	Wootton, H. W.
Wright	Wright, William
WrightCC	Wright, C. C.
WrightFL	Wright, Frank Lloyd
WrightMH	Wright, Margaret H.
WrightPE	Wright, Paul E.
Wu	Wu, Mei-Miau
WuHH	Wu, H. H.
WuJ	Wu, Jianjun
WuJH	Wu, J. H.
WuJun	Wu, Jun
WuK	Wu, Ke-Feng
WuN	Wu, N.
WuQ	Wu, Q.
WuX	Wu, Xian
WuXinkai	Wu, Xinkai
WuYJ	Wu, Yao-Jan
WuZ	Wu, Zhijin
Wuertz	Würtz, Christian
Wuestenhagen	Wüstenhagen, Rolf
Wunderlich	Wunderlich, Karl E.
Wunsch	Wunsch, Christian D.
Wytzisk	Wytzisk, A.

% X %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Xenides	Xenides, D.
Xia	Xia, Huadong
Xiang	Xiang, Y.
Xiao	Xiao, Yu
Xiaodong	Xiaodong, Xie
Xie	Xie, F.
XieC	Xie, C.
XieX	Xie, Xing
XieXQ	Xie, Xiaoyan
XieY	Xie, Yihui
Xiong	Xiong, Hui
Xu	Xu, Renting
XuB	Xu, Bo
XuM	Xu, Min
XuX	Xu, X.
XuY	Xu, Yanzhi

% Y %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Yagar	Yagar, Sam
Yagil	Yagil, Joseph
Yai	Yai, Tetsuo
Yalamanchili	Yalamanchili, Lalit
Yamagata	Yamagata, Y.
Yamamoto	Yamamoto, Toshiyuki
Yamin	Yamin, F.
Yamins	Yamins, Daniel
Yan	Yan, Jia
Yang	Yang, C.
YangH	Yang, H.
YangJ	Yang, Joucheng
YangK	Yang, Kaidi
YangM	Yang, Min
YangQ	Yang, Q.
YangW	Yang, Wenchen
YangZ	Yang, Zhongzhen
Yannis	Yannis, George
Yano	Yano, Keiji
Yasar	Yasar, Ansar-Ul-Haque
Yathindra	Yathindra, Karun
Yau	Yau, Y.
Yavas	Yavas, Abdullah
Yazar	Yazar, Tugrul
Ye	Ye, Xin
Yeates	Yeates, Maurice
Yemeru	Yemeru, Edlam Abera
Yen	Yen, Gary G.
Yenerich	Yenerich, Jay Allen
Yerra	Yerra, B. M.
Yianilos	Yianilos, Peter N.
Yih	Yih, Yuehwern
Yin	Yin, Y.
YinJ	Yin, Jingbo
YinM	Yin, Mogeng
Yitbarek	Yitbarek, Elias
Yoo	Yoo Seung-Hoon
Yoon	Yoon, C. N.
YoonM	Yoon, M. J.
YoonSY	Yoon, Seo Youn
Yoshida	Yoshida, Takafumi
Young	Young, Stanley E.
YoungMJ	Young, Michael J.
YoungW	Young, William
Youssefzadeh	Youssefzadeh, Maria
Yu	Yu, Jeong Whon
YuB	Yu, Bin
YuBQ	Yu, Biying
YuL	Yu, L.
YuK	Yu, Kiyun
YuP	Yu, Philip S.
YuYS	Yu, Yeon Seung
Yuan	Yuan, Shuning
YuanF	Yuan, Fang
Yuen	Yuen, Belinda
Yuhua	Yuhua, Luo
Yukawa	Yukawa, Satoshi
Yumiki	Yumiki, Kenji
Yusuf	Yusuf, Arief Anshory

% Z %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Zabalza	Zabalza, A.
Zablit	Zablit, Robert
Zachariadis	Zachariadis, Vassilis
Zadeh	Zadeh, Lotfi Asker
Zaengler	Zängler, Thomas W.
Zajicek	Zajicek, Jürgen
Zallinger	Zallinger, M.
Zandbergen	Zandbergen, Paul A.
Zang	Zang, Hui
Zanlungo	Zanlungo, F.
Zantema	Zantema, K.
Zarembka	Zarembka, P.
Zaroliagis	Zaroliagis, Christos D.
Zbinden	Zbinden, R.
Zebisch	Zebisch, K. D.
Zegras	Zegras, Chris
ZegrasPC	Zegras, P. Christopher
Zeibig	Zeibig, Sten
Zeigler	Zeigler, Donald J.
Zeiler	Zeiler, Andrea
Zeldes	Zeldes, Stephen P.
Zelikovsky	Zelikovski, Alexander
Zelinsky	Zelinsky, Wilbur
Zell	Zell, Andreas
Zeng	Zeng, Xiaogang
ZengW	Zeng, Wei
Zgaya	Zgaya, Hayfa
Zhan	Zhan, F. Benjamin
Zhang	Zhang, Junyi
ZhangD	Zhang, D.
ZhangG	Zhang, Ge
ZhangH	Zhang, Hua
ZhangHB	Zhang, Hong Bo
ZhangJ	Zhang, Jun
ZhangK	Zhang, Kuilin
ZhangL	Zhang, Lei
ZhangLl	Zhang, Lele
ZhangLQ	Zhang, Li-Chun
ZhangLQQ	Zhang, Lun
ZhangM	Zhang, Michael
ZhangW	Zhang, Wenwen
ZhangY	Zhang, Yi
ZhangYQ	Zhang, Y.
ZhangZ	Zhang, Zhi-Li
Zhao	Zhao, H.
ZhaoBY	Zhao, Ben Y
ZhaoF	Zhao, Fang
ZhaoJ	Zhao, Jinhua
ZhaoK	Zhao, Kangija
ZhaoL	Zhao, Lin
ZhaoLa	Zhao, Liang
ZhaoY	Zhao, Yilin
Zheng	Zheng, Yu
ZhengAX	Zheng, Alice X.
ZhengH	Zheng, Hong
ZhengHQ	Zheng, Haitao
ZhengJie	Zheng, Jie
ZhengN	Zheng, Nan
Zhongyi	Zhongyi, Xu
Zhou	Zhou, Changqing
ZhouX	Zhou, Xiaofang
Zhu	Zhu, Wei
ZhuS	Zhu, Shanjiang
ZhuT	Zhu, Ting
Zhuge	Zhuge, Chengxiang
Ziegelmeyer	Ziegelmeyer, Anthony
Ziemlicki	Ziemlicki, Cezary
Ziemke	Ziemke, Dominik
Ziems	Ziems, Sarah Ellie
Zietz	Zietz, Emily N.
Zilbershatz	Zilbershatz, Avishai
Ziliak	Ziliak, Stephen T.
Ziliaskopoulos	Ziliaskopoulos, Athanasios K.
ZiliaskopoulosA	Ziliaskopoulos, A.
Zilske	Zilske, Michael
Zimmermann	Zimmermann, Andrea
ZimmermannHJ	Zimmermann, Hans-Jürgen
ZimmermannR	Zimmermann, Roger
Zinsstag	Zinsstag, Jakob
Zirz	Zirz, Kai Olaf
Zito	Zito, Rocco
Zmud	Zmud, Johanna
Zoellig	Zöllig, Christof
ZoelligRenner	Zöllig Renner, Christof
Zolfaghari	Zolfaghari, A.
Zomaya	Zomaya, Albert Y. H.
Zondag	Zondag, Barry
Zoob	Zoob, Ina
Zschau	Zschau, J.
Zucker	Zucker, B.
Zuckerman	Zuckerman, Marvin
Zuiker	Zuiker, Virginia Solis
ZumBrunnen	ZumBrunnen, Craig
Zumkeller	Zumkeller, Dirk
Zuniga	Zúñiga, Mauricio
Zurlinden	Zurlinden, H.
Zwick	Zwick, Uri
daSilva	da Silva, L. R.
deBerg	de Berg, Mark
deWitte	de Witte, Astrid
vanBerkum	van Berkum, E.
vanBuuren	van Buuren, Stef
vanHoeve	van Hoeve, Willem-Jan
vanOmmeren	van Ommeren, Jos
vandenBrink	van den Brink, R.
vanderHoorn	van der Hoorn, T.
vanderHurk	'van der Hurk, E.'
vonNeumann	von Neumann, John

